Question,Answer
මීටර 60 ක් දිග ඉටි රෙද්දක් ඇත මේසවලට දැමීම සදහා සමාන දිගින් යුතු කැබලි 20 බැගින් කැබලි කොපමණ ප්‍රමාණයක් කැපිය හැකි ද?,3
සහල් මල්ලක බර කිලෝග්‍රෑම් 5 කි ලූනු  මල්ලක බර සහල් මල්ලක බර මෙන් 20 ගුණයක්  ලූනු  මල්ලක බර කොපමණ ද?,100
යෝගට් 720 ක් ඇත යෝගට් 4 බැගින් වූ ඇසුරුම් කොපමණ සංඛ්‍යාවක් සෑදිය හැකි ද?,180
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 18 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,36
කෙසෙල් ගෙඩි 840 ක් ඇත කෙසෙල් ගෙඩි 168 ක් බැගින් වෙන් කලහොත් එසේ වෙන් කළ හැකි කොටස් ගණන කීයද?,5
මීටර 90 ක් දිග කම්බියක් ඇත සමාන කැබලි 6 බැගින් කැබලි කොපමණ ප්‍රමාණයක් කැපිය හැකි ද?,15
බිස්කට් 300 ක් ඇත ළමයෙකුට බිස්කට් 15 බැගින් ළමයි කී දෙනෙකුට ලබා දිය හැකි ද?,20
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 131 ක ඇති මුළු පුටු ගණන කීය ද?,2227
මාරි බිස්කට් පැකට් එකක මිල රුපියල් 100 කි පෙට්‍රෝල් ලීටර එකක මිල මාරි බිස්කට් පැකට් එකක මිල මෙන් 16 ගුණයකි  පෙට්‍රෝල් ලීටරයක මිල කීයද?,1600
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 108 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,6264
කඩයක මිනිසුන් 67 දෙනෙකු සිටී එවැනි කඩ 37 ක සිටින මුළු මිනිසුන් ගණන කීයද?,2479
පැන්සල් 420 ක් ඇත ළමයෙකුට පැන්සල් 70 බැගින් ළමයි කී දෙනෙකුට ලබා දිය හැකි ද?,6
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 122 ක ඇති මුළු පුටු ගණන කීය ද?,2074
පැන්සල් 420 ක් ඇත ළමයෙකුට පැන්සල් 42 බැගින් ළමයි කී දෙනෙකුට ලබා දිය හැකි ද?,10
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 25 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,50
මේසයක පළල මීටර 7 ක් වේ එහි දිග පළල මෙන් 142 ගුණයකි   මේසයේ දිග කොපමණ ද?,994
අඹ ගෙඩි 1200 ක් ඇත අඹ ගෙඩි 400 බැගින් පෙට්ටි වලට වෙන් කලහොත් එසේ වෙන් කළ හැකි පෙට්ටි ගණන කීයද?,3
පොත් 900 ක් ඇත අයකුට 180 බැගින් කී දෙනෙකුට ලබා දිය හැකි ද?,5
මේසයක පළල මීටර 7 ක් වේ එහි දිග පළල මෙන් 32 ගුණයකි   මේසයේ දිග කොපමණ ද?,224
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 78 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,4524
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 29 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,58
මකනයක  මිල රුපියල් 20 කි පොතක මිල මකනයක මිල මෙන් 17 ගුණයක්  පොතක මිල කොපමණ ද?,340
පෑනක මිල රුපියල් 12 කි එවැනි පෑන් 3 ක මිල කොපමණ ද?,36
කෙසෙල් ගෙඩි 840 ක් ඇත කෙසෙල් ගෙඩි 24 ක් බැගින් වෙන් කලහොත් එසේ වෙන් කළ හැකි කොටස් ගණන කීයද?,35
පෙට්ටියක පැන්සල් 4 ක් තිබේ එවැනි පෙට්ටි 22 ඇති මුළු පැන්සල් ගණන කොපමණ ද?,88
සහල් මල්ලක බර කිලෝග්‍රෑම් 5 කි ලූනු  මල්ලක බර සහල් මල්ලක බර මෙන් 64 ගුණයක්  ලූනු  මල්ලක බර කොපමණ ද?,320
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 27 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,54
සුමුදුගේ දැන් වයස අවුරුදු 9 කි ඇගේ අක්කාගේ දැන් වයස සුමුදුගේ දැන් වයස මෙන් 11 ගුණයක්  අක්කාගේ දැන් වයස කීය ද?,99
පොත් 900 ක් ඇත අයකුට 450 බැගින් කී දෙනෙකුට ලබා දිය හැකි ද?,2
මීටර 60 ක් දිග ඉටි රෙද්දක් ඇත මේසවලට දැමීම සදහා සමාන දිගින් යුතු කැබලි 2 බැගින් කැබලි කොපමණ ප්‍රමාණයක් කැපිය හැකි ද?,30
අඹ ගෙඩි 1200 ක් ඇත අඹ ගෙඩි 300 බැගින් පෙට්ටි වලට වෙන් කලහොත් එසේ වෙන් කළ හැකි පෙට්ටි ගණන කීයද?,4
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 28 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,56
කෙසෙල් ගෙඩි 840 ක් ඇත කෙසෙල් ගෙඩි 14 ක් බැගින් වෙන් කලහොත් එසේ වෙන් කළ හැකි කොටස් ගණන කීයද?,60
කඩයක මිනිසුන් 67 දෙනෙකු සිටී එවැනි කඩ 62 ක සිටින මුළු මිනිසුන් ගණන කීයද?,4154
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 58 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,3364
ගොඩක ගඩොල් කැට 493 ක් තිබේ එවැනි ගොඩවල් 42 ක ඇත ගඩොල් ප‍්‍රමාණය කොපමණ ද?,20706
සහල් මල්ලක බර කිලෝග්‍රෑම් 5 කි ලූනු  මල්ලක බර සහල් මල්ලක බර මෙන් 24 ගුණයක්  ලූනු  මල්ලක බර කොපමණ ද?,120
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 218 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,12644
පැන්සල් 420 ක් ඇත ළමයෙකුට පැන්සල් 30 බැගින් ළමයි කී දෙනෙකුට ලබා දිය හැකි ද?,14
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 2 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,4
උත්සව ශාලාවක ඇති පුටු 100 ක් ඇත මේසයකට පුටු 25 බැගින් මේස කීයක් තැබිය හැකි ද?,4
බෝල 450  ක් ඇත බෝල 2 ක් බැගින් වෙන් කල හැකි කොටස් ගණන කීයද?,225
පොත් 900 ක් ඇත අයකුට 9 බැගින් කී දෙනෙකුට ලබා දිය හැකි ද?,100
ගොඩක ගඩොල් කැට 493 ක් තිබේ එවැනි ගොඩවල් 18 ක ඇත ගඩොල් ප‍්‍රමාණය කොපමණ ද?,8874
පොත් 900 ක් ඇත අයකුට 100 බැගින් කී දෙනෙකුට ලබා දිය හැකි ද?,9
මේසයක පළල මීටර 7 ක් වේ එහි දිග පළල මෙන් 122 ගුණයකි   මේසයේ දිග කොපමණ ද?,854
පාර්ලිමේන්තුවක හරක් 225 ක් සිටි එවැනි පාර්ලිමේන්තු 59 ක සිටින මුළු හරක් ගණන කීයද?,13275
මේසයක පළල මීටර 7 ක් වේ එහි දිග පළල මෙන් 72 ගුණයකි   මේසයේ දිග කොපමණ ද?,504
බිස්කට් 300 ක් ඇත ළමයෙකුට බිස්කට් 12 බැගින් ළමයි කී දෙනෙකුට ලබා දිය හැකි ද?,25
පෑනක මිල රුපියල් 12 කි එවැනි පෑන් 13 ක මිල කොපමණ ද?,156
කඩයක මිනිසුන් 67 දෙනෙකු සිටී එවැනි කඩ 87 ක සිටින මුළු මිනිසුන් ගණන කීයද?,8829
උත්සව ශාලාවක ඇති පුටු 100 ක් ඇත මේසයකට පුටු 10 බැගින් මේස කීයක් තැබිය හැකි ද?,10
උත්සව ශාලාවක ඇති පුටු 100 ක් ඇත මේසයකට පුටු 2 බැගින් මේස කීයක් තැබිය හැකි ද?,50
කෙසෙල් ගෙඩි 840 ක් ඇත කෙසෙල් ගෙඩි 4 ක් බැගින් වෙන් කලහොත් එසේ වෙන් කළ හැකි කොටස් ගණන කීයද?,210
අඹ ගෙඩි 1200 ක් ඇත අඹ ගෙඩි 40 බැගින් පෙට්ටි වලට වෙන් කලහොත් එසේ වෙන් කළ හැකි පෙට්ටි ගණන කීයද?,30
පෑනක මිල රුපියල් 12 කි එවැනි පෑන් 27 ක මිල කොපමණ ද?,324
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 168 ක  ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,9744
කෙසෙල් ගෙඩි 840 ක් ඇත කෙසෙල් ගෙඩි 10 ක් බැගින් වෙන් කලහොත් එසේ වෙන් කළ හැකි කොටස් ගණන කීයද?,84
පැන්සල් 420 ක් ඇත ළමයෙකුට පැන්සල් 15 බැගින් ළමයි කී දෙනෙකුට ලබා දිය හැකි ද?,28
යෝගට් 720 ක් ඇත යෝගට් 16 බැගින් වූ ඇසුරුම් කොපමණ සංඛ්‍යාවක් සෑදිය හැකි ද?,45
සහල් මල්ලක බර කිලෝග්‍රෑම් 5 කි ලූනු  මල්ලක බර සහල් මල්ලක බර මෙන් 44 ගුණයක්  ලූනු  මල්ලක බර කොපමණ ද?,220
අඹ ගෙඩි 1200 ක් ඇත අඹ ගෙඩි 2 බැගින් පෙට්ටි වලට වෙන් කලහොත් එසේ වෙන් කළ හැකි පෙට්ටි ගණන කීයද?,600
යෝගට් 720 ක් ඇත යෝගට් 24 බැගින් වූ ඇසුරුම් කොපමණ සංඛ්‍යාවක් සෑදිය හැකි ද?,30
පොත් 900 ක් ඇත අයකුට 25 බැගින් කී දෙනෙකුට ලබා දිය හැකි ද?,36
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 14 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,28
පොත් 900 ක් ඇත අයකුට 300 බැගින් කී දෙනෙකුට ලබා දිය හැකි ද?,3
පොත් 900 ක් ඇත අයකුට 2 බැගින් කී දෙනෙකුට ලබා දිය හැකි ද?,450
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 127 ක ඇති මුළු පුටු ගණන කීය ද?,2159
කෙසෙල් ගෙඩි 840 ක් ඇත කෙසෙල් ගෙඩි 28 ක් බැගින් වෙන් කලහොත් එසේ වෙන් කළ හැකි කොටස් ගණන කීයද?,30
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 20 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,40
අඹ ගෙඩි 1200 ක් ඇත අඹ ගෙඩි 600 බැගින් පෙට්ටි වලට වෙන් කලහොත් එසේ වෙන් කළ හැකි පෙට්ටි ගණන කීයද?,2
මීටර 60 ක් දිග ඉටි රෙද්දක් ඇත මේසවලට දැමීම සදහා සමාන දිගින් යුතු කැබලි 12 බැගින් කැබලි කොපමණ ප්‍රමාණයක් කැපිය හැකි ද?,5
පෙට්ටියක පැන්සල් 4 ක් තිබේ එවැනි පෙට්ටි 18 ඇති මුළු පැන්සල් ගණන කොපමණ ද?,72
කෙසෙල් ගෙඩි 840 ක් ඇත කෙසෙල් ගෙඩි 3 ක් බැගින් වෙන් කලහොත් එසේ වෙන් කළ හැකි කොටස් ගණන කීයද?,280
මකනයක  මිල රුපියල් 20 කි පොතක මිල මකනයක මිල මෙන් 12 ගුණයක්  පොතක මිල කොපමණ ද?,240
අඹ ගෙඩි 1200 ක් ඇත අඹ ගෙඩි 20 බැගින් පෙට්ටි වලට වෙන් කලහොත් එසේ වෙන් කළ හැකි පෙට්ටි ගණන කීයද?,60
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 24 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,48
පොත් 900 ක් ඇත අයකුට 5 බැගින් කී දෙනෙකුට ලබා දිය හැකි ද?,180
බිස්කට් 300 ක් ඇත ළමයෙකුට බිස්කට් 150 බැගින් ළමයි කී දෙනෙකුට ලබා දිය හැකි ද?,2
පෑනක මිල රුපියල් 12 කි එවැනි පෑන් 17 ක මිල කොපමණ ද?,204
බිස්කට් 300 ක් ඇත ළමයෙකුට බිස්කට් 2 බැගින් ළමයි කී දෙනෙකුට ලබා දිය හැකි ද?,150
මාරි බිස්කට් පැකට් එකක මිල රුපියල් 100 කි පෙට්‍රෝල් ලීටර එකක මිල මාරි බිස්කට් පැකට් එකක මිල මෙන් 32 ගුණයකි  පෙට්‍රෝල් ලීටරයක මිල කීයද?,3200
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 148 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,8584
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 133 ක ඇති මුළු පුටු ගණන කීය ද?,2261
පාර්ලිමේන්තුවක හරක් 225 ක් සිටි එවැනි පාර්ලිමේන්තු 79 ක සිටින මුළු හරක් ගණන කීයද?,17725
යෝගට් 720 ක් ඇත යෝගට් 360 බැගින් වූ ඇසුරුම් කොපමණ සංඛ්‍යාවක් සෑදිය හැකි ද?,2
පොත් 900 ක් ඇත අයකුට 75 බැගින් කී දෙනෙකුට ලබා දිය හැකි ද?,12
පොත් 900 ක් ඇත අයකුට 12 බැගින් කී දෙනෙකුට ලබා දිය හැකි ද?,75
පොත් 900 ක් ඇත අයකුට 6 බැගින් කී දෙනෙකුට ලබා දිය හැකි ද?,150
පාර්ලිමේන්තුවක හරක් 225 ක් සිටි එවැනි පාර්ලිමේන්තු 63 ක සිටින මුළු හරක් ගණන කීයද?,14175
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 6 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,12
මකනයක  මිල රුපියල් 20 කි පොතක මිල මකනයක මිල මෙන් 20 ගුණයක්  පොතක මිල කොපමණ ද?,400
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 7 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,14
කෙසෙල් ගෙඩි 840 ක් ඇත කෙසෙල් ගෙඩි 70 ක් බැගින් වෙන් කලහොත් එසේ වෙන් කළ හැකි කොටස් ගණන කීයද?,12
පොත් 900 ක් ඇත අයකුට 60 බැගින් කී දෙනෙකුට ලබා දිය හැකි ද?,15
සහල් මල්ලක බර කිලෝග්‍රෑම් 5 කි ලූනු  මල්ලක බර සහල් මල්ලක බර මෙන් 4 ගුණයක්  ලූනු  මල්ලක බර කොපමණ ද?,20
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 3 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,6
සුමුදුගේ දැන් වයස අවුරුදු 9 කි ඇගේ අක්කාගේ දැන් වයස සුමුදුගේ දැන් වයස මෙන් 4 ගුණයක්  අක්කාගේ දැන් වයස කීය ද?,36
ගොඩක ගඩොල් කැට 493 ක් තිබේ එවැනි ගොඩවල් 36 ක ඇත ගඩොල් ප‍්‍රමාණය කොපමණ ද?,17748
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 126 ක ඇති මුළු පුටු ගණන කීය ද?,2146
පෙට්ටියක පැන්සල් 4 ක් තිබේ එවැනි පෙට්ටි 6 ඇති මුළු පැන්සල් ගණන කොපමණ ද?,24
ගොඩක ගඩොල් කැට 493 ක් තිබේ එවැනි ගොඩවල් 39 ක ඇත ගඩොල් ප‍්‍රමාණය කොපමණ ද?,19227
යෝගට් 720 ක් ඇත යෝගට් 5 බැගින් වූ ඇසුරුම් කොපමණ සංඛ්‍යාවක් සෑදිය හැකි ද?,144
පෙට්ටියක පැන්සල් 4 ක් තිබේ එවැනි පෙට්ටි 24 ඇති මුළු පැන්සල් ගණන කොපමණ ද?,96
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 135 ක ඇති මුළු පුටු ගණන කීය ද?,2295
මීටර 90 ක් දිග කම්බියක් ඇත සමාන කැබලි 30 බැගින් කැබලි කොපමණ ප්‍රමාණයක් කැපිය හැකි ද?,3
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 118 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,6844
පෑනක මිල රුපියල් 12 කි එවැනි පෑන් 33 ක මිල කොපමණ ද?,396
අඹ ගෙඩි 1200 ක් ඇත අඹ ගෙඩි 25 බැගින් පෙට්ටි වලට වෙන් කලහොත් එසේ වෙන් කළ හැකි පෙට්ටි ගණන කීයද?,48
සුමුදුගේ දැන් වයස අවුරුදු 9 කි ඇගේ අක්කාගේ දැන් වයස සුමුදුගේ දැන් වයස මෙන් 6 ගුණයක්  අක්කාගේ දැන් වයස කීය ද?,54
කඩයක මිනිසුන් 67 දෙනෙකු සිටී එවැනි කඩ 67 ක සිටින මුළු මිනිසුන් ගණන කීයද?,4489
පෙට්ටියක පැන්සල් 4 ක් තිබේ එවැනි පෙට්ටි 26 ඇති මුළු පැන්සල් ගණන කොපමණ ද?,104
මීටර 90 ක් දිග කම්බියක් ඇත සමාන කැබලි 2 බැගින් කැබලි කොපමණ ප්‍රමාණයක් කැපිය හැකි ද?,45
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 128 ක ඇති මුළු පුටු ගණන කීය ද?,2176
